2025-09-08T16:52:48: [Mon Sep  8 16:52:48 2025] PHP 8.3.6 Development Server (http://localhost:8000) started
2025-09-08T17:07:17: [Mon Sep  8 17:07:17 2025] 127.0.0.1:42008 Closing
2025-09-08T17:07:17: [Mon Sep  8 17:07:17 2025] 127.0.0.1:42024 Accepted
2025-09-08T17:07:17: [Mon Sep  8 17:07:17 2025] 127.0.0.1:42024 [404]: GET /basket - No such file or directory
2025-09-08T17:07:17: [Mon Sep  8 17:07:17 2025] 127.0.0.1:42024 Closing
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40218 Accepted
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40218 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40218 Closing
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40224 Accepted
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40224 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40224 Closing
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40238 Accepted
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40238 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40238 Closing
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40240 Accepted
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40240 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40240 Closing
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40252 Accepted
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40252 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40252 Closing
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40254 Accepted
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40254 [404]: GET /basket - No such file or directory
2025-09-08T17:07:20: [Mon Sep  8 17:07:20 2025] 127.0.0.1:40254 Closing
2025-09-08T17:07:24: [Mon Sep  8 17:07:24 2025] 127.0.0.1:40264 Accepted
2025-09-08T17:07:24: [Mon Sep  8 17:07:24 2025] 127.0.0.1:40264 [404]: GET /catalog?iblock_id=21&include_subsections=Y&sort:desc&section_id=572&tree_mode=nested&with_element_count=Y - No such file or directory
2025-09-08T17:07:24: [Mon Sep  8 17:07:24 2025] 127.0.0.1:40264 Closing
2025-09-08T17:09:05: [Mon Sep  8 17:09:05 2025] 127.0.0.1:33190 Accepted
2025-09-08T17:09:05: s=Y&format=full - No such file or directory
2025-09-08T17:09:05: [Mon Sep  8 17:09:05 2025] 127.0.0.1:33190 Closing
2025-09-08T17:09:27: [Mon Sep  8 17:09:27 2025] 127.0.0.1:50374 Accepted
2025-09-08T17:09:27: [Mon Sep  8 17:09:27 2025] 127.0.0.1:50374 [404]: GET /catalog_item?iblock_id=21&code=ryukzak_eiger_tac_odnolyamochnyy_fennec_brown&with_images=Y&format=full - No such file or directory
2025-09-08T17:09:27: [Mon Sep  8 17:09:27 2025] 127.0.0.1:50374 Closing
2025-09-08T17:09:40: [Mon Sep  8 17:09:40 2025] 127.0.0.1:42942 Accepted
2025-09-08T17:09:40: [Mon Sep  8 17:09:40 2025] 127.0.0.1:42942 [404]: GET /catalog_item?iblock_id=21&code=ryukzak_eiger_tac_odnolyamochnyy_fennec_brown&with_images=Y&format=full - No such file or directory
2025-09-08T17:09:40: [Mon Sep  8 17:09:40 2025] 127.0.0.1:42942 Closing
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42944 Accepted
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42944 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42944 Closing
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42952 Accepted
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42952 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42952 Closing
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42960 Accepted
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42960 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42960 Closing
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42972 Accepted
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42972 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42972 Closing
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42982 Accepted
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42982 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42982 Closing
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42988 Accepted
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42988 [404]: GET /basket - No such file or directory
2025-09-08T17:09:44: [Mon Sep  8 17:09:44 2025] 127.0.0.1:42988 Closing
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46966 Accepted
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46966 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46966 Closing
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46976 Accepted
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46976 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46976 Closing
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46984 Accepted
2025-09-08T17:09:56: t=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46984 Closing
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46988 Accepted
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46988 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46988 Closing
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46998 Accepted
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46998 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:46998 Closing
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:47004 Accepted
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:47004 [404]: GET /basket - No such file or directory
2025-09-08T17:09:56: [Mon Sep  8 17:09:56 2025] 127.0.0.1:47004 Closing
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35280 Accepted
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35280 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35280 Closing
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35286 Accepted
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35286 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35286 Closing
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35302 Accepted
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35302 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35302 Closing
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35308 Accepted
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35308 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35308 Closing
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35314 Accepted
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35314 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35314 Closing
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35324 Accepted
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35324 [404]: GET /basket - No such file or directory
2025-09-08T17:10:00: [Mon Sep  8 17:10:00 2025] 127.0.0.1:35324 Closing
2025-09-08T17:10:13: [Mon Sep  8 17:10:13 2025] 127.0.0.1:58490 Accepted
2025-09-08T17:10:13: [Mon Sep  8 17:10:13 2025] 127.0.0.1:58490 [404]: GET /sections?limit=1&iblock_id=21&code=optika - No such file or directory
2025-09-08T17:10:13: [Mon Sep  8 17:10:13 2025] 127.0.0.1:58490 Closing
2025-09-08T17:10:26: [Mon Sep  8 17:10:26 2025] 127.0.0.1:45280 Accepted
2025-09-08T17:10:26: [Mon Sep  8 17:10:26 2025] 127.0.0.1:45280 [404]: GET /basket - No such file or directory
2025-09-08T17:10:26: [Mon Sep  8 17:10:26 2025] 127.0.0.1:45280 Closing
2025-09-08T17:10:27: [Mon Sep  8 17:10:27 2025] 127.0.0.1:45290 Accepted
2025-09-08T17:10:27: [Mon Sep  8 17:10:27 2025] 127.0.0.1:45290 [404]: GET /basket - No such file or directory
2025-09-08T17:10:27: [Mon Sep  8 17:10:27 2025] 127.0.0.1:45290 Closing
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54108 Accepted
2025-09-08T17:11:42: ch file or directory
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54108 Closing
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54110 Accepted
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54110 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54110 Closing
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54124 Accepted
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54124 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54124 Closing
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54128 Accepted
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54128 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54128 Closing
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54130 Accepted
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54130 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54130 Closing
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54136 Accepted
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54136 [404]: GET /basket - No such file or directory
2025-09-08T17:11:42: [Mon Sep  8 17:11:42 2025] 127.0.0.1:54136 Closing
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54152 Accepted
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54152 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54152 Closing
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54162 Accepted
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54162 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54162 Closing
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54176 Accepted
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54176 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54176 Closing
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54178 Accepted
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54178 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54178 Closing
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54190 Accepted
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54190 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54190 Closing
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54206 Accepted
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54206 [404]: GET /basket - No such file or directory
2025-09-08T17:11:44: [Mon Sep  8 17:11:44 2025] 127.0.0.1:54206 Closing
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53894 Accepted
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53894 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53894 Closing
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53908 Accepted
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53908 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53908 Closing
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53922 Accepted
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53922 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53922 Closing
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53934 Accepted
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53934 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53934 Closing
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53950 Accepted
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53950 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53950 Closing
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53952 Accepted
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53952 [404]: GET /basket - No such file or directory
2025-09-08T17:12:04: [Mon Sep  8 17:12:04 2025] 127.0.0.1:53952 Closing
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54206 Accepted
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54206 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54206 Closing
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54222 Accepted
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54222 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54222 Closing
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54238 Accepted
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54238 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54238 Closing
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54240 Accepted
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54240 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54240 Closing
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54244 Accepted
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54244 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54244 Closing
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54246 Accepted
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54246 [404]: GET /basket - No such file or directory
2025-09-08T17:12:14: [Mon Sep  8 17:12:14 2025] 127.0.0.1:54246 Closing
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52010 Accepted
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52010 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52010 Closing
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52026 Accepted
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52026 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52026 Closing
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52030 Accepted
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52030 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52030 Closing
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52040 Accepted
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52040 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52040 Closing
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52048 Accepted
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52048 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52048 Closing
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52058 Accepted
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52058 [404]: GET /basket - No such file or directory
2025-09-08T17:12:21: [Mon Sep  8 17:12:21 2025] 127.0.0.1:52058 Closing
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52074 Accepted
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52074 [404]: GET /catalog - No such file or directory
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52074 Closing
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52084 Accepted
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52084 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52084 Closing
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52098 Accepted
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52098 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52098 Closing
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52106 Accepted
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52106 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52106 Closing
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52110 Accepted
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52110 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52110 Closing
2025-09-08T17:12:23: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52122 Accepted
2025-09-08T17:12:24: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52122 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:12:24: [Mon Sep  8 17:12:23 2025] 127.0.0.1:52122 Closing
2025-09-08T17:12:24: [Mon Sep  8 17:12:24 2025] 127.0.0.1:52138 Accepted
2025-09-08T17:12:24: [Mon Sep  8 17:12:24 2025] 127.0.0.1:52138 [404]: GET /basket - No such file or directory
2025-09-08T17:12:24: [Mon Sep  8 17:12:24 2025] 127.0.0.1:52138 Closing
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46544 Accepted
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46544 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46544 Closing
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46560 Accepted
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46560 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46560 Closing
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46564 Accepted
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46564 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46564 Closing
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46580 Accepted
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46580 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46580 Closing
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46590 Accepted
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46590 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46590 Closing
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46604 Accepted
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46604 [404]: GET /basket - No such file or directory
2025-09-08T17:12:46: [Mon Sep  8 17:12:46 2025] 127.0.0.1:46604 Closing
